Random data, Lexis triangles, HMD style
1978 79 1899 351 90 441
1978 79 1898 166 491 657
1978 80 1898 288 606 894
1978 80 1897 583 604 1187
1978 81 1897 313 117 430
1978 81 1896 58 561 619
1978 82 1896 395 925 1320
1978 82 1895 550 411 961
1978 83 1895 607 370 977
1978 83 1894 564 161 725
1978 84 1894 362 585 947
1978 84 1893 860 272 1132
1978 85 1893 81 331 412
1978 85 1892 298 664 962
1978 86 1892 162 46 208
1978 86 1891 864 105 969
1978 87 1891 524 411 935
1978 87 1890 323 35 358
1978 88 1890 852 429 1281
1978 88 1889 717 438 1155
1978 89 1889 374 864 1238
1978 89 1888 328 766 1094
1978 90 1888 637 879 1516
1978 90 1887 707 91 798
1978 91 1887 753 735 1488
1978 91 1886 826 405 1231
1978 92 1886 816 856 1672
1978 92 1885 753 117 870
1978 93 1885 960 461 1421
1978 93 1884 336 40 376
1978 94 1884 1000 598 1598
1978 94 1883 628 944 1572
1978 95 1883 851 183 1034
1978 95 1882 208 137 345
1978 96 1882 61 62 123
1978 96 1881 301 562 863
1978 97 1881 799 567 1366
1978 97 1880 580 663 1243
1978 98 1880 146 643 789
1978 98 1879 379 911 1290
1978 99 1879 777 644 1421
1978 99 1878 136 983 1119
1978 100 1878 913 915 1828
1978 100 1877 998 75 1073
1978 101 1877 72 936 1008
1978 101 1876 490 696 1186
1978 102 1876 598 605 1203
1978 102 1875 491 822 1313
1978 103 1875 452 439 891
1978 103 1874 28 392 420
1978 104 1874 731 745 1476
1978 104 1873 438 391 829
1978 105 1873 37 84 121
1978 105 1872 933 396 1329
1978 106 1872 599 969 1568
1978 106 1871 483 845 1328
1978 107 1871 140 991 1131
1978 107 1870 350 830 1180
1978 108 1870 757 68 825
1978 108 1869 563 223 786
1978 109 1869 743 56 799
1978 109 1868 29 536 565
1978 110 . 827 237 1064
1979 0 1979 420 54 474
1979 0 1978 241 408 649
1979 1 1978 763 947 1710
1979 1 1977 198 397 595
1979 2 1977 673 606 1279
1979 2 1976 875 79 954
1979 3 1976 956 450 1406
1979 3 1975 34 851 885
1979 4 1975 773 291 1064
1979 4 1974 249 316 565
1979 5 1974 80 742 822
1979 5 1973 919 3 922
1979 6 1973 963 605 1568
1979 6 1972 744 165 909
1979 7 1972 938 726 1664
1979 7 1971 363 735 1098
1979 8 1971 977 240 1217
1979 8 1970 697 662 1359
1979 9 1970 775 479 1254
1979 9 1969 916 105 1021
1979 10 1969 869 0 869
1979 10 1968 657 641 1298
1979 11 1968 620 775 1395
1979 11 1967 656 379 1035
1979 12 1967 404 585 989
1979 12 1966 939 324 1263
1979 13 1966 52 164 216
1979 13 1965 118 948 1066
1979 14 1965 953 786 1739
1979 14 1964 25 389 414
1979 15 1964 437 206 643
1979 15 1963 64 651 715
1979 16 1963 168 922 1090
1979 16 1962 786 28 814
1979 17 1962 677 162 839
1979 17 1961 203 695 898
1979 18 1961 24 414 438
1979 18 1960 342 909 1251
1979 19 1960 261 462 723
1979 19 1959 941 71 1012
1979 20 1959 633 19 652
1979 20 1958 78 227 305
1979 21 1958 867 160 1027
1979 21 1957 48 501 549
1979 22 1957 4 957 961
1979 22 1956 819 922 1741
1979 23 1956 982 715 1697
1979 23 1955 896 52 948
1979 24 1955 577 768 1345
1979 24 1954 574 201 775
1979 25 1954 5 307 312
1979 25 1953 235 299 534
1979 26 1953 943 5 948
1979 26 1952 653 554 1207
1979 27 1952 451 560 1011
1979 27 1951 915 224 1139
1979 28 1951 914 963 1877
1979 28 1950 456 696 1152
1979 29 1950 544 671 1215
1979 29 1949 59 61 120
1979 30 1949 659 895 1554
1979 30 1948 946 235 1181
1979 31 1948 555 41 596
1979 31 1947 14 653 667
1979 32 1947 620 138 758
1979 32 1946 444 849 1293
1979 33 1946 61 487 548
1979 33 1945 333 979 1312
1979 34 1945 959 32 991
1979 34 1944 249 503 752
1979 35 1944 249 773 1022
1979 35 1943 236 502 738
1979 36 1943 798 718 1516
1979 36 1942 846 770 1616
1979 37 1942 874 195 1069
1979 37 1941 482 265 747
1979 38 1941 625 228 853
1979 38 1940 159 513 672
1979 39 1940 64 497 561
1979 39 1939 581 809 1390
1979 40 1939 84 10 94
1979 40 1938 626 166 792
1979 41 1938 631 792 1423
1979 41 1937 81 640 721
1979 42 1937 575 335 910
1979 42 1936 259 354 613
1979 43 1936 881 886 1767
1979 43 1935 249 290 539
1979 44 1935 459 909 1368
1979 44 1934 769 449 1218
1979 45 1934 38 926 964
1979 45 1933 269 392 661
1979 46 1933 878 2 880
1979 46 1932 582 912 1494
1979 47 1932 670 987 1657
1979 47 1931 423 945 1368
1979 48 1931 217 147 364
1979 48 1930 798 887 1685
1979 49 1930 775 935 1710
1979 49 1929 957 890 1847
1979 50 1929 793 869 1662
1979 50 1928 603 73 676
1979 51 1928 279 870 1149
1979 51 1927 745 355 1100
1979 52 1927 621 67 688
1979 52 1926 610 516 1126
1979 53 1926 111 664 775
1979 53 1925 339 352 691
1979 54 1925 133 733 866
1979 54 1924 277 417 694
1979 55 1924 515 943 1458
1979 55 1923 869 750 1619
1979 56 1923 343 318 661
1979 56 1922 266 1000 1266
1979 57 1922 62 472 534
1979 57 1921 856 983 1839
1979 58 1921 689 714 1403
1979 58 1920 227 164 391
1979 59 1920 353 216 569
1979 59 1919 671 481 1152
1979 60 1919 974 617 1591
1979 60 1918 936 135 1071
1979 61 1918 945 810 1755
1979 61 1917 172 430 602
1979 62 1917 299 173 472
1979 62 1916 357 462 819
1979 63 1916 862 221 1083
1979 63 1915 848 329 1177
1979 64 1915 108 887 995
1979 64 1914 114 302 416
1979 65 1914 502 453 955
1979 65 1913 843 474 1317
1979 66 1913 360 116 476
1979 66 1912 333 180 513
1979 67 1912 527 315 842
1979 67 1911 26 536 562
1979 68 1911 138 259 397
1979 68 1910 0 586 586
1979 69 1910 519 44 563
1979 69 1909 989 731 1720
1979 70 1909 920 609 1529
1979 70 1908 922 499 1421
1979 71 1908 506 993 1499
1979 71 1907 425 355 780
1979 72 1907 706 378 1084
1979 72 1906 701 91 792
1979 73 1906 1 639 640
1979 73 1905 93 930 1023
1979 74 1905 998 534 1532
1979 74 1904 973 214 1187
1979 75 1904 356 328 684
1979 75 1903 868 180 1048
1979 76 1903 843 690 1533
1979 76 1902 71 860 931
1979 77 1902 507 123 630
1979 77 1901 290 895 1185
1979 78 1901 734 436 1170
1979 78 1900 379 654 1033
1979 79 1900 680 174 854
1979 79 1899 869 251 1120
1979 80 1899 521 697 1218
1979 80 1898 955 505 1460
1979 81 1898 469 215 684
1979 81 1897 810 111 921
1979 82 1897 748 695 1443
1979 82 1896 131 688 819
1979 83 1896 334 841 1175
1979 83 1895 241 470 711
1979 84 1895 289 376 665
1979 84 1894 268 212 480
1979 85 1894 643 928 1571
1979 85 1893 788 870 1658
1979 86 1893 3 611 614
1979 86 1892 701 572 1273
1979 87 1892 583 301 884
1979 87 1891 395 518 913
1979 88 1891 605 956 1561
1979 88 1890 19 783 802
1979 89 1890 135 552 687
1979 89 1889 335 280 615
1979 90 1889 310 0 310
1979 90 1888 655 54 709
1979 91 1888 799 573 1372
1979 91 1887 855 407 1262
1979 92 1887 202 624 826
1979 92 1886 434 794 1228
1979 93 1886 802 422 1224
1979 93 1885 345 551 896
1979 94 1885 14 867 881
1979 94 1884 47 805 852
1979 95 1884 273 326 599
1979 95 1883 937 930 1867
1979 96 1883 256 880 1136
1979 96 1882 693 251 944
1979 97 1882 720 736 1456
1979 97 1881 433 482 915
1979 98 1881 781 109 890
1979 98 1880 762 12 774
1979 99 1880 580 69 649
1979 99 1879 665 857 1522
1979 100 1879 957 219 1176
1979 100 1878 343 636 979
1979 101 1878 381 698 1079
1979 101 1877 988 319 1307
1979 102 1877 789 104 893
1979 102 1876 582 599 1181
1979 103 1876 26 578 604
1979 103 1875 499 393 892
1979 104 1875 177 151 328
1979 104 1874 612 375 987
1979 105 1874 340 707 1047
1979 105 1873 743 392 1135
1979 106 1873 75 931 1006
1979 106 1872 741 5 746
1979 107 1872 331 124 455
1979 107 1871 300 745 1045
1979 108 1871 37 648 685
1979 108 1870 416 920 1336
1979 109 1870 418 501 919
1979 109 1869 502 787 1289
1979 110 . 216 736 952
1980 0 1980 178 540 718
1980 0 1979 605 868 1473
1980 1 1979 561 19 580
1980 1 1978 330 537 867
1980 2 1978 593 552 1145
1980 2 1977 699 986 1685
1980 3 1977 459 555 1014
1980 3 1976 535 45 580
1980 4 1976 780 451 1231
1980 4 1975 816 960 1776
1980 5 1975 407 818 1225
1980 5 1974 125 613 738
1980 6 1974 283 293 576
1980 6 1973 414 480 894
1980 7 1973 237 415 652
1980 7 1972 694 438 1132
1980 8 1972 585 291 876
1980 8 1971 508 801 1309
1980 9 1971 754 731 1485
1980 9 1970 479 743 1222
1980 10 1970 480 70 550
1980 10 1969 374 144 518
1980 11 1969 2 353 355
1980 11 1968 659 613 1272
1980 12 1968 958 891 1849
1980 12 1967 43 417 460
1980 13 1967 718 700 1418
1980 13 1966 672 164 836
1980 14 1966 328 916 1244
1980 14 1965 812 349 1161
1980 15 1965 142 355 497
1980 15 1964 946 972 1918
1980 16 1964 321 720 1041
1980 16 1963 876 90 966
1980 17 1963 992 962 1954
1980 17 1962 979 513 1492
1980 18 1962 616 65 681
1980 18 1961 414 708 1122
1980 19 1961 583 233 816
1980 19 1960 770 920 1690
1980 20 1960 957 68 1025
1980 20 1959 438 230 668
1980 21 1959 362 166 528
1980 21 1958 60 665 725
1980 22 1958 519 186 705
1980 22 1957 268 802 1070
1980 23 1957 489 780 1269
1980 23 1956 617 647 1264
1980 24 1956 221 779 1000
1980 24 1955 69 258 327
1980 25 1955 908 772 1680
1980 25 1954 103 882 985
1980 26 1954 609 132 741
1980 26 1953 678 713 1391
1980 27 1953 855 579 1434
1980 27 1952 622 495 1117
1980 28 1952 660 438 1098
1980 28 1951 498 446 944
1980 29 1951 742 777 1519
1980 29 1950 724 796 1520
1980 30 1950 909 94 1003
1980 30 1949 18 360 378
1980 31 1949 577 286 863
1980 31 1948 968 751 1719
1980 32 1948 836 548 1384
1980 32 1947 212 865 1077
1980 33 1947 555 802 1357
1980 33 1946 46 525 571
1980 34 1946 426 29 455
1980 34 1945 535 49 584
1980 35 1945 569 715 1284
1980 35 1944 566 58 624
1980 36 1944 655 16 671
1980 36 1943 343 63 406
1980 37 1943 1000 488 1488
1980 37 1942 408 817 1225
1980 38 1942 176 499 675
1980 38 1941 366 37 403
1980 39 1941 788 856 1644
1980 39 1940 686 835 1521
1980 40 1940 661 420 1081
1980 40 1939 317 160 477
1980 41 1939 186 69 255
1980 41 1938 400 139 539
1980 42 1938 277 996 1273
1980 42 1937 480 992 1472
1980 43 1937 372 35 407
1980 43 1936 723 638 1361
1980 44 1936 180 886 1066
1980 44 1935 931 703 1634
1980 45 1935 987 367 1354
1980 45 1934 893 689 1582
1980 46 1934 609 633 1242
1980 46 1933 833 56 889
1980 47 1933 364 525 889
1980 47 1932 188 673 861
1980 48 1932 329 910 1239
1980 48 1931 126 963 1089
1980 49 1931 624 587 1211
1980 49 1930 643 12 655
1980 50 1930 44 454 498
1980 50 1929 815 157 972
1980 51 1929 196 42 238
1980 51 1928 677 661 1338
1980 52 1928 508 72 580
1980 52 1927 16 503 519
1980 53 1927 490 831 1321
1980 53 1926 337 90 427
1980 54 1926 407 721 1128
1980 54 1925 379 90 469
1980 55 1925 852 811 1663
1980 55 1924 430 427 857
1980 56 1924 733 191 924
1980 56 1923 314 650 964
1980 57 1923 425 660 1085
1980 57 1922 844 129 973
1980 58 1922 210 671 881
1980 58 1921 917 422 1339
1980 59 1921 741 680 1421
1980 59 1920 744 920 1664
1980 60 1920 451 339 790
1980 60 1919 716 803 1519
1980 61 1919 849 849 1698
1980 61 1918 46 960 1006
1980 62 1918 377 264 641
1980 62 1917 590 950 1540
1980 63 1917 271 69 340
1980 63 1916 572 782 1354
1980 64 1916 250 278 528
1980 64 1915 424 735 1159
1980 65 1915 945 504 1449
1980 65 1914 110 836 946
1980 66 1914 931 291 1222
1980 66 1913 45 925 970
1980 67 1913 419 349 768
1980 67 1912 43 804 847
1980 68 1912 606 366 972
1980 68 1911 150 837 987
1980 69 1911 382 271 653
1980 69 1910 546 812 1358
1980 70 1910 378 46 424
1980 70 1909 938 827 1765
1980 71 1909 110 243 353
1980 71 1908 339 238 577
1980 72 1908 211 306 517
1980 72 1907 664 302 966
1980 73 1907 469 791 1260
1980 73 1906 475 125 600
1980 74 1906 356 483 839
1980 74 1905 130 582 712
1980 75 1905 594 215 809
1980 75 1904 766 229 995
1980 76 1904 506 565 1071
1980 76 1903 603 992 1595
1980 77 1903 995 892 1887
1980 77 1902 830 239 1069
1980 78 1902 520 105 625
1980 78 1901 474 239 713
1980 79 1901 774 308 1082
1980 79 1900 451 803 1254
1980 80 1900 884 91 975
1980 80 1899 877 2 879
1980 81 1899 843 714 1557
1980 81 1898 483 941 1424
1980 82 1898 290 481 771
1980 82 1897 76 381 457
1980 83 1897 425 124 549
1980 83 1896 69 465 534
1980 84 1896 720 89 809
1980 84 1895 31 314 345
1980 85 1895 767 943 1710
1980 85 1894 275 719 994
1980 86 1894 491 630 1121
1980 86 1893 216 774 990
1980 87 1893 244 974 1218
1980 87 1892 297 212 509
1980 88 1892 940 439 1379
1980 88 1891 255 204 459
1980 89 1891 416 277 693
1980 89 1890 802 144 946
1980 90 1890 251 291 542
1980 90 1889 889 723 1612
1980 91 1889 724 319 1043
1980 91 1888 293 431 724
1980 92 1888 583 549 1132
1980 92 1887 974 817 1791
1980 93 1887 237 699 936
1980 93 1886 19 828 847
1980 94 1886 97 265 362
1980 94 1885 999 893 1892
1980 95 1885 324 678 1002
1980 95 1884 585 643 1228
1980 96 1884 255 303 558
1980 96 1883 670 491 1161
1980 97 1883 124 137 261
1980 97 1882 998 775 1773
1980 98 1882 112 619 731
1980 98 1881 15 703 718
1980 99 1881 344 984 1328
1980 99 1880 384 101 485
1980 100 1880 94 754 848
1980 100 1879 702 461 1163
1980 101 1879 893 148 1041
1980 101 1878 509 473 982
1980 102 1878 208 971 1179
1980 102 1877 599 47 646
1980 103 1877 578 521 1099
1980 103 1876 352 235 587
1980 104 1876 233 818 1051
1980 104 1875 586 89 675
1980 105 1875 5 912 917
1980 105 1874 492 995 1487
1980 106 1874 857 451 1308
1980 106 1873 828 194 1022
1980 107 1873 872 246 1118
1980 107 1872 470 937 1407
1980 108 1872 482 516 998
1980 108 1871 697 569 1266
1980 109 1871 414 541 955
1980 109 1870 29 258 287
1980 110 . 742 693 1435
1981 0 1981 157 448 605
1981 0 1980 462 895 1357
1981 1 1980 804 361 1165
1981 1 1979 202 465 667
1981 2 1979 662 294 956
1981 2 1978 745 834 1579
1981 3 1978 213 162 375
1981 3 1977 299 421 720
1981 4 1977 876 910 1786
1981 4 1976 789 189 978
1981 5 1976 753 334 1087
1981 5 1975 491 794 1285
1981 6 1975 616 314 930
1981 6 1974 758 646 1404
1981 7 1974 181 265 446
1981 7 1973 479 802 1281
1981 8 1973 647 170 817
1981 8 1972 311 65 376
1981 9 1972 472 537 1009
1981 9 1971 533 262 795
1981 10 1971 456 870 1326
1981 10 1970 46 250 296
1981 11 1970 566 910 1476
1981 11 1969 190 263 453
1981 12 1969 606 150 756
1981 12 1968 192 255 447
1981 13 1968 949 725 1674
1981 13 1967 289 650 939
1981 14 1967 792 452 1244
1981 14 1966 727 39 766
1981 15 1966 893 526 1419
1981 15 1965 60 85 145
1981 16 1965 467 989 1456
1981 16 1964 236 547 783
1981 17 1964 614 342 956
1981 17 1963 390 282 672
1981 18 1963 639 692 1331
1981 18 1962 733 629 1362
1981 19 1962 98 808 906
1981 19 1961 361 380 741
1981 20 1961 862 651 1513
1981 20 1960 1000 958 1958
1981 21 1960 863 258 1121
1981 21 1959 164 299 463
1981 22 1959 296 25 321
1981 22 1958 770 427 1197
1981 23 1958 52 361 413
1981 23 1957 754 748 1502
1981 24 1957 881 59 940
1981 24 1956 277 731 1008
1981 25 1956 363 199 562
1981 25 1955 658 856 1514
1981 26 1955 860 359 1219
1981 26 1954 398 631 1029
1981 27 1954 42 924 966
1981 27 1953 53 324 377
1981 28 1953 457 904 1361
1981 28 1952 923 885 1808
1981 29 1952 232 373 605
1981 29 1951 669 711 1380
1981 30 1951 738 182 920
1981 30 1950 461 382 843
1981 31 1950 613 212 825
1981 31 1949 834 510 1344
1981 32 1949 829 469 1298
1981 32 1948 297 226 523
1981 33 1948 340 628 968
1981 33 1947 404 493 897
1981 34 1947 968 638 1606
1981 34 1946 418 121 539
1981 35 1946 282 431 713
1981 35 1945 929 698 1627
1981 36 1945 443 457 900
1981 36 1944 878 382 1260
1981 37 1944 617 160 777
1981 37 1943 719 43 762
1981 38 1943 574 366 940
1981 38 1942 789 168 957
1981 39 1942 695 937 1632
1981 39 1941 189 856 1045
1981 40 1941 481 344 825
1981 40 1940 671 786 1457
1981 41 1940 559 318 877
1981 41 1939 181 212 393
1981 42 1939 350 429 779
1981 42 1938 492 393 885
1981 43 1938 716 182 898
1981 43 1937 380 104 484
1981 44 1937 764 261 1025
1981 44 1936 856 997 1853
1981 45 1936 999 634 1633
1981 45 1935 451 965 1416
1981 46 1935 971 41 1012
1981 46 1934 421 184 605
1981 47 1934 303 517 820
1981 47 1933 721 463 1184
1981 48 1933 834 717 1551
1981 48 1932 92 969 1061
1981 49 1932 268 242 510
1981 49 1931 850 821 1671
1981 50 1931 675 935 1610
1981 50 1930 608 419 1027
1981 51 1930 518 92 610
1981 51 1929 468 792 1260
1981 52 1929 56 272 328
1981 52 1928 484 850 1334
1981 53 1928 592 504 1096
1981 53 1927 543 795 1338
1981 54 1927 243 200 443
1981 54 1926 157 940 1097
1981 55 1926 38 79 117
1981 55 1925 206 737 943
1981 56 1925 675 98 773
1981 56 1924 582 597 1179
1981 57 1924 359 901 1260
1981 57 1923 796 51 847
1981 58 1923 227 912 1139
1981 58 1922 512 710 1222
1981 59 1922 867 843 1710
1981 59 1921 65 848 913
1981 60 1921 105 439 544
1981 60 1920 392 721 1113
1981 61 1920 131 944 1075
1981 61 1919 196 396 592
1981 62 1919 49 232 281
1981 62 1918 731 273 1004
1981 63 1918 618 152 770
1981 63 1917 207 616 823
1981 64 1917 178 53 231
1981 64 1916 1 456 457
1981 65 1916 47 376 423
1981 65 1915 467 463 930
1981 66 1915 552 691 1243
1981 66 1914 596 552 1148
1981 67 1914 150 880 1030
1981 67 1913 963 20 983
1981 68 1913 170 333 503
1981 68 1912 87 596 683
1981 69 1912 278 623 901
1981 69 1911 571 551 1122
1981 70 1911 268 891 1159
1981 70 1910 994 440 1434
1981 71 1910 714 744 1458
1981 71 1909 422 349 771
1981 72 1909 558 353 911
1981 72 1908 661 590 1251
1981 73 1908 786 716 1502
1981 73 1907 418 703 1121
1981 74 1907 967 825 1792
1981 74 1906 780 981 1761
1981 75 1906 62 119 181
1981 75 1905 351 795 1146
1981 76 1905 895 174 1069
1981 76 1904 277 604 881
1981 77 1904 10 228 238
1981 77 1903 657 954 1611
1981 78 1903 828 744 1572
1981 78 1902 410 306 716
1981 79 1902 899 495 1394
1981 79 1901 427 920 1347
1981 80 1901 311 17 328
1981 80 1900 480 285 765
1981 81 1900 958 404 1362
1981 81 1899 652 825 1477
1981 82 1899 523 259 782
1981 82 1898 838 316 1154
1981 83 1898 128 683 811
1981 83 1897 452 290 742
1981 84 1897 181 827 1008
1981 84 1896 60 312 372
1981 85 1896 840 776 1616
1981 85 1895 683 975 1658
1981 86 1895 557 258 815
1981 86 1894 670 901 1571
1981 87 1894 405 518 923
1981 87 1893 401 621 1022
1981 88 1893 890 864 1754
1981 88 1892 63 746 809
1981 89 1892 744 374 1118
1981 89 1891 22 780 802
1981 90 1891 851 674 1525
1981 90 1890 278 403 681
1981 91 1890 282 451 733
1981 91 1889 317 955 1272
1981 92 1889 39 784 823
1981 92 1888 193 451 644
1981 93 1888 997 55 1052
1981 93 1887 703 941 1644
1981 94 1887 515 779 1294
1981 94 1886 441 596 1037
1981 95 1886 836 300 1136
1981 95 1885 855 458 1313
1981 96 1885 119 428 547
1981 96 1884 508 309 817
1981 97 1884 341 713 1054
1981 97 1883 452 666 1118
1981 98 1883 286 168 454
1981 98 1882 283 663 946
1981 99 1882 772 327 1099
1981 99 1881 679 526 1205
1981 100 1881 473 48 521
1981 100 1880 883 177 1060
1981 101 1880 107 654 761
1981 101 1879 777 184 961
1981 102 1879 134 964 1098
1981 102 1878 464 458 922
1981 103 1878 498 384 882
1981 103 1877 861 85 946
1981 104 1877 292 399 691
1981 104 1876 389 446 835
1981 105 1876 973 274 1247
1981 105 1875 523 78 601
1981 106 1875 322 750 1072
1981 106 1874 26 385 411
1981 107 1874 291 418 709
1981 107 1873 16 786 802
1981 108 1873 360 745 1105
1981 108 1872 597 751 1348
1981 109 1872 315 95 410
1981 109 1871 191 316 507
1981 110 . 922 486 1408
1982 0 1982 389 450 839
1982 0 1981 408 960 1368
1982 1 1981 575 35 610
1982 1 1980 432 19 451
1982 2 1980 540 794 1334
1982 2 1979 347 715 1062
1982 3 1979 793 170 963
1982 3 1978 68 565 633
1982 4 1978 705 742 1447
1982 4 1977 132 298 430
1982 5 1977 789 241 1030
1982 5 1976 79 509 588
1982 6 1976 950 81 1031
1982 6 1975 901 621 1522
1982 7 1975 201 792 993
1982 7 1974 545 237 782
1982 8 1974 900 480 1380
1982 8 1973 931 964 1895
1982 9 1973 387 758 1145
1982 9 1972 158 79 237
1982 10 1972 776 130 906
1982 10 1971 806 136 942
1982 11 1971 592 397 989
1982 11 1970 568 154 722
1982 12 1970 909 37 946
1982 12 1969 267 503 770
1982 13 1969 749 405 1154
1982 13 1968 906 394 1300
1982 14 1968 403 324 727
1982 14 1967 197 248 445
1982 15 1967 446 530 976
1982 15 1966 323 233 556
1982 16 1966 551 556 1107
1982 16 1965 586 608 1194
1982 17 1965 246 485 731
1982 17 1964 805 96 901
1982 18 1964 775 98 873
1982 18 1963 365 589 954
1982 19 1963 520 478 998
1982 19 1962 913 787 1700
1982 20 1962 503 711 1214
1982 20 1961 8 879 887
1982 21 1961 787 470 1257
1982 21 1960 465 996 1461
1982 22 1960 387 998 1385
1982 22 1959 201 531 732
1982 23 1959 405 276 681
1982 23 1958 877 518 1395
1982 24 1958 295 53 348
1982 24 1957 108 245 353
1982 25 1957 111 795 906
1982 25 1956 559 294 853
1982 26 1956 717 269 986
1982 26 1955 388 326 714
1982 27 1955 645 900 1545
1982 27 1954 179 122 301
1982 28 1954 858 167 1025
1982 28 1953 254 728 982
1982 29 1953 468 459 927
1982 29 1952 22 688 710
1982 30 1952 340 837 1177
1982 30 1951 396 621 1017
1982 31 1951 600 753 1353
1982 31 1950 250 679 929
1982 32 1950 434 966 1400
1982 32 1949 1 691 692
1982 33 1949 856 360 1216
1982 33 1948 360 741 1101
1982 34 1948 867 854 1721
1982 34 1947 23 372 395
1982 35 1947 574 394 968
1982 35 1946 25 454 479
1982 36 1946 92 780 872
1982 36 1945 414 3 417
1982 37 1945 209 217 426
1982 37 1944 231 463 694
1982 38 1944 713 802 1515
1982 38 1943 230 826 1056
1982 39 1943 108 131 239
1982 39 1942 498 577 1075
1982 40 1942 331 142 473
1982 40 1941 958 425 1383
1982 41 1941 276 444 720
1982 41 1940 418 863 1281
1982 42 1940 293 777 1070
1982 42 1939 122 771 893
1982 43 1939 97 814 911
1982 43 1938 521 828 1349
1982 44 1938 478 390 868
1982 44 1937 100 666 766
1982 45 1937 471 505 976
1982 45 1936 682 826 1508
1982 46 1936 45 1000 1045
1982 46 1935 734 601 1335
1982 47 1935 881 423 1304
1982 47 1934 111 437 548
1982 48 1934 100 195 295
1982 48 1933 553 367 920
1982 49 1933 386 159 545
1982 49 1932 956 599 1555
1982 50 1932 812 33 845
1982 50 1931 946 133 1079
1982 51 1931 793 101 894
1982 51 1930 709 798 1507
1982 52 1930 868 454 1322
1982 52 1929 797 40 837
1982 53 1929 244 688 932
1982 53 1928 423 851 1274
1982 54 1928 651 770 1421
1982 54 1927 788 596 1384
1982 55 1927 18 389 407
1982 55 1926 923 597 1520
1982 56 1926 729 100 829
1982 56 1925 976 543 1519
1982 57 1925 976 691 1667
1982 57 1924 642 748 1390
1982 58 1924 59 210 269
1982 58 1923 678 67 745
1982 59 1923 415 706 1121
1982 59 1922 407 724 1131
1982 60 1922 721 659 1380
1982 60 1921 260 704 964
1982 61 1921 569 588 1157
1982 61 1920 988 794 1782
1982 62 1920 225 267 492
1982 62 1919 74 977 1051
1982 63 1919 174 329 503
1982 63 1918 557 723 1280
1982 64 1918 5 425 430
1982 64 1917 903 108 1011
1982 65 1917 787 523 1310
1982 65 1916 589 373 962
1982 66 1916 674 141 815
1982 66 1915 995 187 1182
1982 67 1915 302 696 998
1982 67 1914 778 782 1560
1982 68 1914 354 706 1060
1982 68 1913 254 220 474
1982 69 1913 442 790 1232
1982 69 1912 596 93 689
1982 70 1912 222 615 837
1982 70 1911 189 5 194
1982 71 1911 328 107 435
1982 71 1910 845 199 1044
1982 72 1910 554 461 1015
1982 72 1909 964 708 1672
1982 73 1909 177 872 1049
1982 73 1908 642 522 1164
1982 74 1908 476 190 666
1982 74 1907 749 129 878
1982 75 1907 837 719 1556
1982 75 1906 701 189 890
1982 76 1906 60 184 244
1982 76 1905 423 921 1344
1982 77 1905 968 650 1618
1982 77 1904 881 562 1443
1982 78 1904 786 11 797
1982 78 1903 803 554 1357
1982 79 1903 197 847 1044
1982 79 1902 448 546 994
1982 80 1902 738 499 1237
1982 80 1901 465 383 848
1982 81 1901 300 749 1049
1982 81 1900 563 926 1489
1982 82 1900 34 455 489
1982 82 1899 469 813 1282
1982 83 1899 930 445 1375
1982 83 1898 743 669 1412
1982 84 1898 617 152 769
1982 84 1897 697 686 1383
1982 85 1897 55 511 566
1982 85 1896 528 492 1020
1982 86 1896 506 287 793
1982 86 1895 992 403 1395
1982 87 1895 742 256 998
1982 87 1894 547 795 1342
1982 88 1894 661 360 1021
1982 88 1893 594 959 1553
1982 89 1893 684 620 1304
1982 89 1892 965 842 1807
1982 90 1892 868 83 951
1982 90 1891 378 608 986
1982 91 1891 279 347 626
1982 91 1890 412 827 1239
1982 92 1890 694 651 1345
1982 92 1889 127 572 699
1982 93 1889 554 10 564
1982 93 1888 782 300 1082
1982 94 1888 774 272 1046
1982 94 1887 698 776 1474
1982 95 1887 712 870 1582
1982 95 1886 323 950 1273
1982 96 1886 589 315 904
1982 96 1885 279 362 641
1982 97 1885 949 310 1259
1982 97 1884 753 476 1229
1982 98 1884 488 131 619
1982 98 1883 213 852 1065
1982 99 1883 799 669 1468
1982 99 1882 819 338 1157
1982 100 1882 715 369 1084
1982 100 1881 231 681 912
1982 101 1881 809 73 882
1982 101 1880 829 394 1223
1982 102 1880 685 234 919
1982 102 1879 139 357 496
1982 103 1879 581 588 1169
1982 103 1878 414 4 418
1982 104 1878 89 493 582
1982 104 1877 573 187 760
1982 105 1877 702 878 1580
1982 105 1876 132 655 787
1982 106 1876 563 469 1032
1982 106 1875 267 996 1263
1982 107 1875 29 476 505
1982 107 1874 213 164 377
1982 108 1874 701 505 1206
1982 108 1873 517 604 1121
1982 109 1873 332 307 639
1982 109 1872 32 266 298
1982 110 . 982 369 1351
1983 0 1983 971 138 1109
1983 0 1982 314 480 794
1983 1 1982 376 706 1082
1983 1 1981 428 907 1335
1983 2 1981 656 995 1651
1983 2 1980 538 593 1131
1983 3 1980 33 524 557
1983 3 1979 787 593 1380
1983 4 1979 689 319 1008
1983 4 1978 581 970 1551
1983 5 1978 789 634 1423
1983 5 1977 58 832 890
1983 6 1977 507 839 1346
1983 6 1976 52 400 452
1983 7 1976 811 421 1232
1983 7 1975 235 0 235
1983 8 1975 870 521 1391
